age,Sr87_86Sr,CI_plus,CI_minus
46.75,0.707749,0.707764,0.707735
46.80,0.707748,0.707763,0.707734
46.85,0.707747,0.707762,0.707733
46.90,0.707746,0.707761,0.707732
46.95,0.707745,0.707760,0.707731
47.00,0.707744,0.707759,0.707730
47.05,0.707743,0.707758,0.707729
47.10,0.707742,0.707756,0.707728
47.15,0.707741,0.707755,0.707727
47.20,0.707740,0.707754,0.707726
47.25,0.707739,0.707753,0.707725
47.30,0.707738,0.707752,0.707724
47.35,0.707737,0.707751,0.707723
47.40,0.707736,0.707749,0.707723
47.45,0.707735,0.707748,0.707722
47.50,0.707734,0.707747,0.707721
47.55,0.707733,0.707746,0.707720
47.60,0.707732,0.707744,0.707719
47.65,0.707731,0.707743,0.707718
47.70,0.707729,0.707742,0.707717
47.75,0.707728,0.707740,0.707716
47.80,0.707727,0.707739,0.707715
47.85,0.707726,0.707738,0.707714
47.90,0.707725,0.707736,0.707713
47.95,0.707724,0.707735,0.707712
48.00,0.707723,0.707734,0.707711
48.05,0.707721,0.707732,0.707710
48.10,0.707720,0.707731,0.707709
48.15,0.707719,0.707730,0.707709
48.20,0.707718,0.707728,0.707708
48.25,0.707717,0.707727,0.707707
48.30,0.707716,0.707726,0.707706
48.35,0.707715,0.707724,0.707705
48.40,0.707713,0.707723,0.707704
48.45,0.707712,0.707722,0.707703
48.50,0.707711,0.707720,0.707702
48.55,0.707710,0.707719,0.707701
48.60,0.707709,0.707718,0.707700
48.65,0.707708,0.707717,0.707699
48.70,0.707707,0.707716,0.707698
48.75,0.707706,0.707714,0.707697
48.80,0.707705,0.707713,0.707696
48.85,0.707704,0.707712,0.707695
48.90,0.707703,0.707711,0.707695
48.95,0.707702,0.707710,0.707694
49.00,0.707701,0.707709,0.707693
49.05,0.707700,0.707708,0.707692
49.10,0.707699,0.707707,0.707691
49.15,0.707698,0.707706,0.707690
49.20,0.707698,0.707705,0.707690
49.25,0.707697,0.707705,0.707689
49.30,0.707696,0.707704,0.707688
49.35,0.707695,0.707703,0.707688
49.40,0.707695,0.707702,0.707687
49.45,0.707694,0.707702,0.707686
49.50,0.707693,0.707701,0.707686
49.55,0.707693,0.707701,0.707685
49.60,0.707692,0.707700,0.707685
49.65,0.707692,0.707700,0.707684
49.70,0.707691,0.707699,0.707684
49.75,0.707691,0.707699,0.707683
49.80,0.707691,0.707698,0.707683
49.85,0.707690,0.707698,0.707683
49.90,0.707690,0.707698,0.707682
49.95,0.707690,0.707698,0.707682
50.00,0.707690,0.707698,0.707682
50.05,0.707690,0.707697,0.707682
50.10,0.707690,0.707697,0.707682
50.15,0.707690,0.707697,0.707682
50.20,0.707690,0.707698,0.707682
50.25,0.707690,0.707698,0.707682
50.30,0.707690,0.707698,0.707682
50.35,0.707690,0.707698,0.707682
50.40,0.707690,0.707698,0.707683
50.45,0.707690,0.707698,0.707683
50.50,0.707691,0.707698,0.707683
50.55,0.707691,0.707699,0.707683
50.60,0.707691,0.707699,0.707684
50.65,0.707691,0.707699,0.707684
50.70,0.707692,0.707699,0.707684
50.75,0.707692,0.707700,0.707684
50.80,0.707692,0.707700,0.707685
50.85,0.707693,0.707700,0.707685
50.90,0.707693,0.707701,0.707686
50.95,0.707694,0.707701,0.707686
51.00,0.707694,0.707702,0.707687
51.05,0.707694,0.707702,0.707687
51.10,0.707695,0.707702,0.707687
51.15,0.707695,0.707703,0.707688
51.20,0.707696,0.707703,0.707688
51.25,0.707696,0.707704,0.707689
51.30,0.707697,0.707704,0.707690
51.35,0.707697,0.707705,0.707690
51.40,0.707698,0.707705,0.707691
51.45,0.707699,0.707706,0.707691
51.50,0.707699,0.707706,0.707692
51.55,0.707700,0.707707,0.707693
51.60,0.707701,0.707708,0.707693
51.65,0.707701,0.707709,0.707694
51.70,0.707702,0.707709,0.707695
51.75,0.707703,0.707710,0.707696
51.80,0.707704,0.707711,0.707696
51.85,0.707704,0.707712,0.707697
51.90,0.707705,0.707712,0.707698
51.95,0.707706,0.707713,0.707699
52.00,0.707707,0.707714,0.707699
52.05,0.707707,0.707715,0.707700
52.10,0.707708,0.707716,0.707701
52.15,0.707709,0.707716,0.707702
52.20,0.707710,0.707717,0.707703
52.25,0.707711,0.707718,0.707704
52.30,0.707712,0.707719,0.707704
52.35,0.707713,0.707720,0.707705
52.40,0.707713,0.707721,0.707706
52.45,0.707714,0.707722,0.707707
52.50,0.707715,0.707722,0.707708
52.55,0.707716,0.707723,0.707709
52.60,0.707717,0.707724,0.707709
52.65,0.707718,0.707725,0.707710
52.70,0.707719,0.707726,0.707711
52.75,0.707720,0.707727,0.707712
52.80,0.707720,0.707728,0.707713
52.85,0.707721,0.707729,0.707714
52.90,0.707722,0.707730,0.707715
52.95,0.707723,0.707731,0.707716
53.00,0.707724,0.707732,0.707716
53.05,0.707725,0.707733,0.707717
53.10,0.707726,0.707734,0.707718
53.15,0.707727,0.707735,0.707719
53.20,0.707728,0.707736,0.707720
53.25,0.707729,0.707737,0.707721
53.30,0.707730,0.707737,0.707722
53.35,0.707730,0.707738,0.707722
53.40,0.707731,0.707739,0.707723
53.45,0.707732,0.707740,0.707724
53.50,0.707733,0.707741,0.707725
53.55,0.707734,0.707742,0.707726
53.60,0.707735,0.707743,0.707727
53.65,0.707736,0.707744,0.707727
53.70,0.707737,0.707745,0.707728
53.75,0.707738,0.707746,0.707729
53.80,0.707738,0.707747,0.707730
53.85,0.707739,0.707748,0.707731
53.90,0.707740,0.707749,0.707732
53.95,0.707741,0.707750,0.707732
54.00,0.707742,0.707750,0.707733
54.05,0.707743,0.707751,0.707734
54.10,0.707743,0.707752,0.707735
54.15,0.707744,0.707753,0.707735
54.20,0.707745,0.707754,0.707736
54.25,0.707746,0.707755,0.707737
54.30,0.707747,0.707756,0.707738
54.35,0.707747,0.707756,0.707738
54.40,0.707748,0.707757,0.707739
54.45,0.707749,0.707758,0.707740
54.50,0.707750,0.707759,0.707741
54.55,0.707750,0.707759,0.707741
54.60,0.707751,0.707760,0.707742
54.65,0.707752,0.707761,0.707743
54.70,0.707752,0.707762,0.707743
54.75,0.707753,0.707762,0.707744
54.80,0.707754,0.707763,0.707745
54.85,0.707754,0.707764,0.707745
54.90,0.707755,0.707764,0.707746
54.95,0.707756,0.707765,0.707746
55.00,0.707756,0.707766,0.707747
55.05,0.707757,0.707766,0.707748
55.10,0.707757,0.707767,0.707748
55.15,0.707758,0.707767,0.707749
55.20,0.707759,0.707768,0.707749
55.25,0.707759,0.707769,0.707750
55.30,0.707760,0.707769,0.707750
55.35,0.707760,0.707770,0.707751
55.40,0.707761,0.707770,0.707751
55.45,0.707761,0.707771,0.707752
55.50,0.707762,0.707772,0.707753
55.55,0.707763,0.707772,0.707753
55.60,0.707763,0.707773,0.707754
55.65,0.707764,0.707773,0.707754
55.70,0.707764,0.707774,0.707755
55.75,0.707765,0.707775,0.707755
55.80,0.707766,0.707775,0.707756
55.85,0.707766,0.707776,0.707757
55.90,0.707767,0.707776,0.707757
55.95,0.707767,0.707777,0.707758
56.00,0.707768,0.707778,0.707758
56.05,0.707769,0.707778,0.707759
56.10,0.707769,0.707779,0.707760
56.15,0.707770,0.707779,0.707760
56.20,0.707770,0.707780,0.707761
56.25,0.707771,0.707780,0.707761
56.30,0.707771,0.707781,0.707762
56.35,0.707772,0.707782,0.707762
56.40,0.707773,0.707782,0.707763
56.45,0.707773,0.707783,0.707763
56.50,0.707774,0.707783,0.707764
56.55,0.707774,0.707784,0.707765
56.60,0.707775,0.707784,0.707765
56.65,0.707775,0.707785,0.707766
56.70,0.707776,0.707786,0.707766
56.75,0.707776,0.707786,0.707767
56.80,0.707777,0.707787,0.707767
56.85,0.707778,0.707787,0.707768
56.90,0.707778,0.707788,0.707768
56.95,0.707779,0.707788,0.707769
57.00,0.707779,0.707789,0.707769
57.05,0.707780,0.707789,0.707770
57.10,0.707780,0.707790,0.707770
57.15,0.707781,0.707790,0.707771
57.20,0.707781,0.707791,0.707771
57.25,0.707781,0.707791,0.707772
57.30,0.707782,0.707792,0.707772
57.35,0.707782,0.707792,0.707773
57.40,0.707783,0.707792,0.707773
57.45,0.707783,0.707793,0.707774
57.50,0.707784,0.707793,0.707774
57.55,0.707784,0.707794,0.707774
57.60,0.707784,0.707794,0.707775
57.65,0.707785,0.707794,0.707775
57.70,0.707785,0.707795,0.707776
57.75,0.707786,0.707795,0.707776
57.80,0.707786,0.707796,0.707777
57.85,0.707786,0.707796,0.707777
57.90,0.707787,0.707796,0.707777
57.95,0.707787,0.707797,0.707778
58.00,0.707788,0.707797,0.707778
58.05,0.707788,0.707798,0.707779
58.10,0.707788,0.707798,0.707779
58.15,0.707789,0.707798,0.707779
58.20,0.707789,0.707799,0.707780
58.25,0.707790,0.707799,0.707780
58.30,0.707790,0.707799,0.707781
58.35,0.707790,0.707800,0.707781
58.40,0.707791,0.707800,0.707781
58.45,0.707791,0.707800,0.707782
58.50,0.707792,0.707801,0.707782
58.55,0.707792,0.707801,0.707783
58.60,0.707792,0.707802,0.707783
58.65,0.707793,0.707802,0.707783
58.70,0.707793,0.707802,0.707784
58.75,0.707793,0.707803,0.707784
58.80,0.707794,0.707803,0.707785
58.85,0.707794,0.707803,0.707785
58.90,0.707794,0.707804,0.707785
58.95,0.707795,0.707804,0.707786
59.00,0.707795,0.707804,0.707786
59.05,0.707796,0.707805,0.707786
59.10,0.707796,0.707805,0.707787
59.15,0.707796,0.707805,0.707787
59.20,0.707797,0.707806,0.707788
59.25,0.707797,0.707806,0.707788
59.30,0.707797,0.707806,0.707788
59.35,0.707798,0.707807,0.707789
59.40,0.707798,0.707807,0.707789
59.45,0.707798,0.707807,0.707789
59.50,0.707799,0.707808,0.707790
59.55,0.707799,0.707808,0.707790
59.60,0.707799,0.707808,0.707790
59.65,0.707800,0.707809,0.707791
59.70,0.707800,0.707809,0.707791
59.75,0.707800,0.707809,0.707791
59.80,0.707801,0.707810,0.707792
59.85,0.707801,0.707810,0.707792
59.90,0.707801,0.707810,0.707792
59.95,0.707801,0.707811,0.707792
60.00,0.707802,0.707811,0.707793
60.05,0.707802,0.707811,0.707793
60.10,0.707802,0.707811,0.707793
60.15,0.707803,0.707812,0.707794
60.20,0.707803,0.707812,0.707794
60.25,0.707803,0.707812,0.707794
60.30,0.707804,0.707813,0.707794
60.35,0.707804,0.707813,0.707795
60.40,0.707804,0.707813,0.707795
60.45,0.707804,0.707814,0.707795
60.50,0.707805,0.707814,0.707795
60.55,0.707805,0.707814,0.707796
60.60,0.707805,0.707815,0.707796
60.65,0.707806,0.707815,0.707796
60.70,0.707806,0.707815,0.707797
60.75,0.707806,0.707815,0.707797
60.80,0.707806,0.707816,0.707797
60.85,0.707807,0.707816,0.707797
60.90,0.707807,0.707816,0.707798
60.95,0.707807,0.707816,0.707798
61.00,0.707807,0.707816,0.707798
61.05,0.707808,0.707817,0.707799
61.10,0.707808,0.707817,0.707799
61.15,0.707808,0.707817,0.707799
61.20,0.707808,0.707817,0.707799
61.25,0.707809,0.707818,0.707800
61.30,0.707809,0.707818,0.707800
61.35,0.707809,0.707818,0.707800
61.40,0.707809,0.707818,0.707800
61.45,0.707810,0.707818,0.707801
61.50,0.707810,0.707819,0.707801
61.55,0.707810,0.707819,0.707801
61.60,0.707810,0.707819,0.707801
61.65,0.707810,0.707819,0.707802
61.70,0.707811,0.707819,0.707802
61.75,0.707811,0.707820,0.707802
61.80,0.707811,0.707820,0.707802
61.85,0.707811,0.707820,0.707803
61.90,0.707812,0.707820,0.707803
61.95,0.707812,0.707820,0.707803
62.00,0.707812,0.707820,0.707803
62.05,0.707812,0.707821,0.707804
62.10,0.707812,0.707821,0.707804
62.15,0.707813,0.707821,0.707804
62.20,0.707813,0.707821,0.707804
62.25,0.707813,0.707821,0.707805
62.30,0.707813,0.707821,0.707805
62.35,0.707813,0.707822,0.707805
62.40,0.707814,0.707822,0.707805
62.45,0.707814,0.707822,0.707806
62.50,0.707814,0.707822,0.707806
62.55,0.707814,0.707822,0.707806
62.60,0.707814,0.707822,0.707806
62.65,0.707815,0.707823,0.707807
62.70,0.707815,0.707823,0.707807
62.75,0.707815,0.707823,0.707807
62.80,0.707815,0.707823,0.707807
62.85,0.707815,0.707823,0.707808
62.90,0.707816,0.707823,0.707808
62.95,0.707816,0.707823,0.707808
63.00,0.707816,0.707824,0.707809
63.05,0.707816,0.707824,0.707809
63.10,0.707817,0.707824,0.707809
63.15,0.707817,0.707824,0.707809
63.20,0.707817,0.707824,0.707810
63.25,0.707817,0.707824,0.707810
63.30,0.707818,0.707825,0.707810
63.35,0.707818,0.707825,0.707811
63.40,0.707818,0.707825,0.707811
63.45,0.707818,0.707825,0.707811
63.50,0.707819,0.707825,0.707812
63.55,0.707819,0.707826,0.707812
63.60,0.707819,0.707826,0.707813
63.65,0.707820,0.707826,0.707813
63.70,0.707820,0.707826,0.707813
63.75,0.707820,0.707827,0.707814
63.80,0.707821,0.707827,0.707814
63.85,0.707821,0.707827,0.707815
63.90,0.707821,0.707828,0.707815
63.95,0.707822,0.707828,0.707816
64.00,0.707822,0.707828,0.707816
64.05,0.707823,0.707829,0.707817
64.10,0.707823,0.707829,0.707817
64.15,0.707823,0.707829,0.707818
64.20,0.707824,0.707829,0.707818
64.25,0.707824,0.707829,0.707818
64.30,0.707824,0.707830,0.707819
64.35,0.707825,0.707830,0.707819
64.40,0.707825,0.707830,0.707820
64.45,0.707825,0.707830,0.707820
64.50,0.707825,0.707830,0.707820
64.55,0.707826,0.707830,0.707821
64.60,0.707826,0.707831,0.707821
64.65,0.707826,0.707831,0.707822
64.70,0.707826,0.707831,0.707822
64.75,0.707827,0.707831,0.707822
64.80,0.707827,0.707831,0.707823
64.85,0.707827,0.707831,0.707823
64.90,0.707827,0.707831,0.707823
64.95,0.707828,0.707832,0.707824
65.00,0.707828,0.707832,0.707824
65.05,0.707828,0.707832,0.707824
65.10,0.707828,0.707832,0.707825
65.15,0.707828,0.707832,0.707825
65.20,0.707829,0.707832,0.707825
65.25,0.707829,0.707832,0.707826
65.30,0.707829,0.707832,0.707826
65.35,0.707829,0.707832,0.707826
65.40,0.707829,0.707832,0.707826
65.45,0.707829,0.707832,0.707827
65.50,0.707830,0.707832,0.707827
65.55,0.707830,0.707832,0.707827
65.60,0.707830,0.707832,0.707827
65.65,0.707830,0.707832,0.707828
65.70,0.707830,0.707832,0.707828
65.75,0.707830,0.707832,0.707828
65.80,0.707830,0.707832,0.707828
65.85,0.707830,0.707832,0.707828
65.90,0.707830,0.707832,0.707828
65.95,0.707831,0.707833,0.707829
66.00,0.707831,0.707833,0.707829
66.05,0.707831,0.707833,0.707829
66.10,0.707831,0.707833,0.707829
66.15,0.707831,0.707833,0.707829
66.20,0.707831,0.707834,0.707829
66.25,0.707831,0.707834,0.707829
66.30,0.707831,0.707834,0.707828
66.35,0.707831,0.707834,0.707828
66.40,0.707831,0.707834,0.707828
66.45,0.707831,0.707834,0.707828
66.50,0.707831,0.707834,0.707828
66.55,0.707831,0.707835,0.707827
66.60,0.707831,0.707835,0.707827
66.65,0.707831,0.707834,0.707827
66.70,0.707830,0.707834,0.707826
66.75,0.707830,0.707834,0.707826
66.80,0.707830,0.707834,0.707825
66.85,0.707829,0.707834,0.707825
66.90,0.707829,0.707833,0.707824
66.95,0.707828,0.707833,0.707824
67.00,0.707828,0.707832,0.707823
67.05,0.707827,0.707832,0.707823
67.10,0.707827,0.707831,0.707822
67.15,0.707826,0.707831,0.707821
67.20,0.707826,0.707830,0.707821
67.25,0.707825,0.707830,0.707820
67.30,0.707824,0.707829,0.707819
67.35,0.707824,0.707829,0.707819
67.40,0.707823,0.707828,0.707818
67.45,0.707822,0.707827,0.707818
67.50,0.707822,0.707827,0.707817
67.55,0.707821,0.707826,0.707816
67.60,0.707820,0.707825,0.707816
67.65,0.707820,0.707825,0.707815
67.70,0.707819,0.707824,0.707814
67.75,0.707818,0.707823,0.707813
67.80,0.707818,0.707822,0.707813
67.85,0.707817,0.707822,0.707812
67.90,0.707816,0.707821,0.707811
67.95,0.707815,0.707820,0.707810
68.00,0.707815,0.707819,0.707810
68.05,0.707814,0.707818,0.707809
68.10,0.707813,0.707818,0.707808
68.15,0.707812,0.707817,0.707807
68.20,0.707811,0.707816,0.707807
68.25,0.707810,0.707815,0.707806
68.30,0.707810,0.707814,0.707805
68.35,0.707809,0.707813,0.707804
68.40,0.707808,0.707813,0.707803
68.45,0.707807,0.707812,0.707803
68.50,0.707806,0.707811,0.707802
68.55,0.707805,0.707810,0.707801
68.60,0.707805,0.707809,0.707800
68.65,0.707804,0.707808,0.707799
68.70,0.707803,0.707808,0.707798
68.75,0.707802,0.707807,0.707797
68.80,0.707801,0.707806,0.707797
68.85,0.707800,0.707805,0.707796
68.90,0.707799,0.707804,0.707795
68.95,0.707798,0.707803,0.707794
69.00,0.707798,0.707802,0.707793
69.05,0.707797,0.707801,0.707792
69.10,0.707796,0.707800,0.707791
69.15,0.707795,0.707799,0.707790
69.20,0.707794,0.707799,0.707790
69.25,0.707793,0.707798,0.707789
69.30,0.707792,0.707797,0.707788
69.35,0.707791,0.707796,0.707787
69.40,0.707790,0.707795,0.707786
69.45,0.707790,0.707794,0.707785
69.50,0.707789,0.707793,0.707785
69.55,0.707788,0.707792,0.707784
69.60,0.707787,0.707791,0.707783
69.65,0.707786,0.707790,0.707782
69.70,0.707785,0.707789,0.707781
69.75,0.707784,0.707788,0.707780
69.80,0.707784,0.707787,0.707780
69.85,0.707783,0.707787,0.707779
69.90,0.707782,0.707786,0.707778
69.95,0.707781,0.707785,0.707777
70.00,0.707780,0.707784,0.707776
